"kappa","OmegaGW"
2.6302679918953813,0.
2.691534803926914,0.
2.754228703338169,0.
2.818382931264455,0.
2.8840315031266055,0.
2.951209226666384,0.
3.019951720402019,0.
3.090295432513592,0.
3.1622776601683795,0.
3.235936569296281,0.
3.3113112148259143,0.
3.3884415613920273,0.
3.4673685045253166,0.
3.5481338923357533,0.
3.6307805477010175,0.
3.715352290971728,0.
3.801893963205613,0.
3.890451449942805,0.
3.9810717055349776,0.
4.07380277804113,0.
4.168693834703355,0.
4.265795188015925,0.
4.365158322401657,0.
4.4668359215096345,0.
4.570881896148752,0.
4.677351412871981,0.
4.7863009232263805,0.
4.897788193684466,0.
5.011872336272725,0.
5.1286138399136485,0.
5.248074602497723,0.
5.370317963702533,0.
5.4954087385762485,0.
5.623413251903491,0.
5.754399373371567,0.
5.888436553555896,0.
6.025595860743581,0.
6.165950018614822,0.
6.30957344480193,0.
6.456542290346563,0.
6.606934480075965,0.
6.760829753919819,0.
6.918309709189363,0.
7.0794578438413875,0.
7.244359600749906,0.
7.413102413009177,0.
7.585775750291836,0.
7.762471166286912,0.
7.943282347242821,0.
8.128305161640995,0.
8.317637711026709,0.
8.51138038202376,0.
8.709635899560814,0.
8.91250938133746,0.
9.120108393559097,0.
9.332543007969905,0.
9.549925860214369,0.
9.772372209558112,0.
10.,0.
